0.000e+00,5.093e-01,1.152e-01,4.596e-04,1.480e-02,2.334e-01,7.081e-02,0.000e+00,2.939e-02,2.675e-02
0.000e+00,4.491e-01,2.999e-02,2.250e-01,1.575e-02,9.250e-02,3.764e-02,3.922e-02,1.298e-03,1.095e-01
0.000e+00,6.816e-01,3.961e-03,1.222e-01,0.000e+00,4.667e-02,6.982e-02,3.537e-02,0.000e+00,4.038e-02
0.000e+00,5.764e-01,9.188e-02,0.000e+00,0.000e+00,1.999e-01,0.000e+00,6.421e-02,2.966e-02,3.790e-02
0.000e+00,5.332e-01,1.310e-02,6.327e-03,2.520e-02,1.129e-01,6.809e-02,0.000e+00,2.052e-01,3.595e-02
0.000e+00,4.842e-01,0.000e+00,4.022e-02,0.000e+00,1.647e-01,1.497e-01,3.158e-03,1.068e-01,5.122e-02
0.000e+00,5.895e-01,2.028e-02,4.631e-02,0.000e+00,2.556e-01,2.036e-02,0.000e+00,2.132e-02,4.661e-02
0.000e+00,4.679e-01,6.415e-03,1.688e-03,4.293e-04,1.840e-01,1.402e-01,6.759e-02,9.148e-02,4.040e-02
0.000e+00,4.849e-01,0.000e+00,4.043e-02,0.000e+00,1.401e-01,1.531e-01,1.015e-02,1.367e-01,3.453e-02
0.000e+00,3.624e-01,8.098e-02,1.629e-02,0.000e+00,3.699e-01,1.825e-02,0.000e+00,1.195e-01,3.268e-02
0.000e+00,5.762e-01,0.000e+00,3.548e-02,0.000e+00,2.334e-01,1.270e-02,0.000e+00,9.787e-02,4.432e-02
9.405e-02,4.192e-01,0.000e+00,7.076e-02,0.000e+00,1.334e-01,9.752e-02,0.000e+00,1.486e-01,3.648e-02
0.000e+00,5.458e-01,0.000e+00,1.498e-02,1.407e-03,1.630e-01,8.172e-02,1.188e-02,1.515e-01,2.964e-02
0.000e+00,6.172e-01,0.000e+00,0.000e+00,0.000e+00,1.261e-01,1.163e-02,2.448e-02,1.812e-01,3.932e-02
0.000e+00,6.748e-01,2.202e-03,8.500e-02,2.027e-02,5.915e-02,7.864e-02,0.000e+00,5.255e-02,2.734e-02
0.000e+00,6.791e-01,0.000e+00,1.719e-01,0.000e+00,3.651e-02,8.100e-02,0.000e+00,2.887e-02,2.610e-03
0.000e+00,5.781e-01,5.104e-02,1.863e-01,2.923e-02,0.000e+00,3.473e-02,9.983e-03,2.233e-02,8.823e-02
0.000e+00,5.630e-01,0.000e+00,1.684e-02,0.000e+00,2.013e-01,6.892e-02,1.720e-02,1.022e-01,3.054e-02
0.000e+00,5.690e-01,5.990e-02,1.574e-02,0.000e+00,2.738e-01,1.622e-02,2.722e-03,4.867e-02,1.391e-02
0.000e+00,4.529e-01,0.000e+00,5.678e-02,0.000e+00,1.979e-01,1.936e-01,0.000e+00,8.868e-02,1.011e-02
0.000e+00,6.266e-01,1.954e-02,1.134e-01,7.318e-04,9.369e-02,2.762e-03,7.650e-02,3.513e-02,3.169e-02
0.000e+00,5.491e-01,1.654e-02,6.874e-02,0.000e+00,1.742e-01,6.003e-02,9.295e-03,0.000e+00,1.222e-01
8.643e-03,6.772e-01,5.281e-02,8.300e-03,0.000e+00,2.072e-01,1.705e-02,1.854e-02,0.000e+00,1.023e-02
0.000e+00,5.256e-01,2.527e-02,2.455e-03,0.000e+00,1.662e-01,1.121e-01,0.000e+00,1.187e-01,4.962e-02
0.000e+00,5.615e-01,2.737e-02,5.434e-02,0.000e+00,3.027e-01,0.000e+00,2.169e-03,4.524e-02,6.654e-03
0.000e+00,4.676e-01,2.234e-02,8.602e-02,3.731e-04,3.012e-01,0.000e+00,2.254e-03,7.856e-02,4.164e-02
0.000e+00,4.457e-01,0.000e+00,1.074e-01,0.000e+00,2.279e-01,1.257e-01,0.000e+00,7.448e-02,1.880e-02
0.000e+00,5.456e-01,6.919e-02,1.008e-02,4.595e-04,7.612e-02,1.367e-01,6.057e-03,9.080e-02,6.500e-02
0.000e+00,5.886e-01,0.000e+00,2.995e-02,0.000e+00,4.657e-02,6.360e-02,0.000e+00,2.683e-01,2.949e-03
0.000e+00,4.342e-01,2.224e-02,2.645e-01,0.000e+00,8.082e-02,8.340e-02,0.000e+00,6.760e-02,4.715e-02
0.000e+00,5.029e-01,1.651e-02,6.565e-02,0.000e+00,2.194e-01,6.036e-02,5.664e-02,6.771e-02,1.079e-02
0.000e+00,4.833e-01,1.959e-02,4.191e-02,0.000e+00,1.465e-01,1.345e-01,1.819e-02,1.213e-01,3.479e-02
0.000e+00,6.189e-01,0.000e+00,6.746e-03,0.000e+00,1.232e-01,1.049e-01,0.000e+00,1.272e-01,1.900e-02
0.000e+00,5.867e-01,0.000e+00,6.363e-02,9.913e-03,8.833e-02,0.000e+00,8.546e-03,2.156e-01,2.733e-02
0.000e+00,7.105e-01,0.000e+00,9.256e-02,2.685e-02,3.647e-02,1.428e-02,0.000e+00,6.520e-02,5.410e-02
0.000e+00,5.205e-01,0.000e+00,1.608e-01,7.877e-02,5.033e-02,1.155e-01,4.636e-02,2.465e-02,3.099e-03
0.000e+00,4.368e-01,0.000e+00,1.624e-02,1.376e-02,7.402e-02,1.578e-01,1.329e-02,2.260e-01,6.211e-02
0.000e+00,4.399e-01,2.928e-02,3.134e-02,0.000e+00,1.991e-01,1.860e-01,0.000e+00,8.465e-02,2.969e-02
0.000e+00,4.793e-01,8.199e-02,2.360e-02,0.000e+00,2.602e-01,7.347e-02,0.000e+00,2.471e-02,5.672e-02
0.000e+00,3.703e-01,0.000e+00,7.976e-02,4.368e-04,8.619e-02,1.470e-01,3.357e-03,2.114e-01,1.015e-01
0.000e+00,6.699e-01,2.867e-02,9.344e-03,0.000e+00,2.031e-01,6.384e-02,2.035e-02,1.181e-03,3.606e-03
0.000e+00,5.700e-01,1.910e-02,3.966e-02,0.000e+00,1.822e-01,7.045e-02,0.000e+00,2.783e-02,9.080e-02
0.000e+00,4.880e-01,7.372e-02,4.031e-02,0.000e+00,1.929e-01,8.826e-03,0.000e+00,1.760e-01,2.018e-02
0.000e+00,6.232e-01,0.000e+00,1.004e-01,1.747e-02,0.000e+00,1.509e-01,0.000e+00,7.221e-02,3.582e-02
0.000e+00,7.222e-01,0.000e+00,5.101e-02,1.053e-03,1.184e-01,4.193e-02,0.000e+00,4.933e-02,1.610e-02
0.000e+00,6.266e-01,5.189e-02,7.189e-02,0.000e+00,1.223e-01,0.000e+00,2.840e-02,5.646e-02,4.240e-02
0.000e+00,4.818e-01,0.000e+00,1.609e-01,0.000e+00,0.000e+00,1.249e-01,1.814e-02,1.567e-01,5.762e-02
3.970e-02,5.050e-01,5.571e-02,3.820e-02,0.000e+00,1.942e-01,6.941e-02,1.462e-02,6.616e-02,1.697e-02
0.000e+00,4.744e-01,4.500e-02,5.332e-02,0.000e+00,1.170e-01,1.682e-01,0.000e+00,7.744e-02,6.463e-02
0.000e+00,4.133e-01,1.005e-02,7.760e-02,0.000e+00,1.830e-01,9.383e-02,7.906e-02,1.241e-01,1.898e-02
0.000e+00,4.963e-01,3.047e-02,2.077e-01,0.000e+00,1.112e-01,1.072e-01,3.569e-03,2.875e-02,1.489e-02
0.000e+00,5.954e-01,4.135e-02,1.451e-02,0.000e+00,1.665e-01,3.547e-02,0.000e+00,1.315e-01,1.527e-02
0.000e+00,4.779e-01,6.785e-02,8.392e-02,1.971e-03,1.269e-01,1.308e-01,1.767e-02,7.854e-02,1.448e-02
0.000e+00,5.652e-01,2.240e-02,4.120e-02,0.000e+00,1.207e-01,4.402e-02,0.000e+00,1.929e-01,1.361e-02
0.000e+00,5.886e-01,2.598e-02,1.355e-02,0.000e+00,1.904e-01,6.931e-02,1.475e-02,6.961e-02,2.777e-02
0.000e+00,7.153e-01,0.000e+00,2.506e-02,1.915e-02,8.110e-02,3.591e-02,0.000e+00,1.158e-01,7.688e-03
2.823e-02,4.541e-01,0.000e+00,4.331e-04,0.000e+00,1.727e-01,2.776e-02,9.340e-02,1.960e-01,2.740e-02
0.000e+00,6.050e-01,1.835e-02,3.259e-02,0.000e+00,1.821e-01,1.936e-02,2.097e-02,4.567e-02,7.596e-02
0.000e+00,6.111e-01,0.000e+00,4.929e-02,0.000e+00,1.860e-01,6.282e-03,2.255e-02,1.072e-01,1.760e-02
0.000e+00,6.440e-01,5.216e-02,1.120e-02,4.742e-04,1.807e-01,0.000e+00,6.058e-03,9.130e-02,1.416e-02
0.000e+00,5.579e-01,2.442e-03,5.562e-02,0.000e+00,1.296e-01,7.184e-03,5.034e-02,1.657e-01,3.116e-02
0.000e+00,6.308e-01,0.000e+00,7.963e-02,1.565e-02,9.700e-02,6.540e-02,2.095e-02,6.898e-02,2.159e-02
0.000e+00,4.156e-01,3.350e-02,5.218e-04,0.000e+00,2.866e-01,9.227e-02,0.000e+00,6.646e-02,1.051e-01
0.000e+00,6.600e-01,1.705e-02,1.364e-02,0.000e+00,1.534e-01,1.637e-02,2.307e-02,1.705e-02,9.938e-02
0.000e+00,5.770e-01,2.133e-02,2.682e-02,0.000e+00,1.519e-01,9.250e-02,1.347e-03,5.083e-02,7.825e-02
0.000e+00,6.323e-01,0.000e+00,4.295e-02,0.000e+00,1.232e-01,1.533e-01,0.000e+00,2.537e-02,2.289e-02
0.000e+00,5.195e-01,4.326e-02,1.186e-01,0.000e+00,1.635e-01,7.773e-03,0.000e+00,1.204e-01,2.685e-02
0.000e+00,4.702e-01,1.260e-01,0.000e+00,3.530e-02,1.809e-01,2.296e-02,8.573e-02,7.783e-02,1.011e-03
0.000e+00,5.760e-01,7.357e-02,2.446e-02,0.000e+00,1.941e-01,9.255e-02,2.620e-02,0.000e+00,1.310e-02
0.000e+00,5.817e-01,0.000e+00,8.683e-02,4.988e-04,1.511e-01,7.182e-02,4.256e-03,6.949e-02,3.435e-02
2.578e-02,6.173e-01,5.037e-02,1.996e-02,2.548e-02,1.304e-01,0.000e+00,2.175e-02,1.090e-01,0.000e+00
0.000e+00,5.027e-01,4.124e-02,4.797e-02,0.000e+00,1.598e-01,9.696e-02,1.055e-02,6.634e-02,7.438e-02
0.000e+00,5.013e-01,0.000e+00,3.207e-03,0.000e+00,2.482e-01,7.219e-02,0.000e+00,1.472e-01,2.780e-02
0.000e+00,5.578e-01,0.000e+00,5.320e-02,0.000e+00,1.937e-01,3.218e-03,2.937e-02,9.953e-02,6.322e-02
0.000e+00,4.208e-01,0.000e+00,3.101e-01,6.268e-04,0.000e+00,6.144e-02,1.839e-02,8.048e-02,1.082e-01
0.000e+00,4.284e-01,4.337e-02,0.000e+00,0.000e+00,1.213e-01,1.908e-01,0.000e+00,1.546e-01,6.154e-02
0.000e+00,5.414e-01,2.317e-02,5.789e-02,1.302e-02,1.081e-01,1.365e-01,3.648e-02,8.337e-02,0.000e+00
0.000e+00,5.838e-01,7.543e-02,1.176e-01,2.406e-02,4.949e-02,0.000e+00,3.388e-02,0.000e+00,1.158e-01
0.000e+00,4.548e-01,2.896e-02,5.041e-02,0.000e+00,2.357e-01,1.137e-01,0.000e+00,2.202e-02,9.442e-02
0.000e+00,6.281e-01,8.052e-02,5.548e-02,1.932e-02,1.446e-01,0.000e+00,2.082e-03,2.787e-02,4.202e-02
0.000e+00,5.249e-01,3.485e-02,5.775e-04,0.000e+00,2.121e-01,1.174e-01,0.000e+00,7.516e-02,3.501e-02
0.000e+00,4.864e-01,0.000e+00,1.863e-01,0.000e+00,1.690e-01,5.369e-02,0.000e+00,0.000e+00,1.046e-01
0.000e+00,5.983e-01,2.621e-02,2.774e-02,0.000e+00,2.065e-01,2.909e-02,0.000e+00,6.502e-02,4.719e-02
0.000e+00,5.413e-01,8.516e-02,2.462e-02,0.000e+00,1.801e-01,1.081e-02,1.688e-03,0.000e+00,1.564e-01
0.000e+00,6.200e-01,3.537e-02,8.209e-02,0.000e+00,2.035e-01,0.000e+00,1.020e-02,2.653e-02,2.233e-02
0.000e+00,5.082e-01,0.000e+00,5.461e-02,0.000e+00,1.627e-01,1.092e-01,0.000e+00,7.351e-02,9.175e-02
0.000e+00,5.542e-01,5.670e-02,0.000e+00,1.400e-02,1.311e-01,1.025e-01,3.142e-02,1.101e-01,0.000e+00
0.000e+00,6.471e-01,4.903e-02,9.364e-02,8.514e-03,1.072e-01,0.000e+00,3.404e-02,6.048e-02,0.000e+00
0.000e+00,6.589e-01,0.000e+00,0.000e+00,3.807e-02,2.184e-01,3.591e-02,1.992e-02,2.873e-02,0.000e+00
0.000e+00,6.287e-01,0.000e+00,6.226e-02,1.769e-02,1.151e-01,9.222e-02,4.820e-02,2.578e-02,1.008e-02
0.000e+00,7.275e-01,0.000e+00,3.861e-04,0.000e+00,1.314e-01,4.965e-02,6.256e-03,8.323e-02,1.529e-03
0.000e+00,4.755e-01,4.701e-02,7.016e-03,0.000e+00,2.059e-01,1.315e-01,0.000e+00,8.253e-02,5.053e-02
0.000e+00,4.766e-01,0.000e+00,6.415e-02,0.000e+00,2.898e-01,5.868e-02,4.066e-03,9.498e-02,1.171e-02
0.000e+00,4.227e-01,4.376e-02,6.051e-02,0.000e+00,2.046e-01,1.755e-02,7.696e-02,1.119e-01,6.190e-02
0.000e+00,3.905e-01,8.945e-02,5.588e-02,0.000e+00,1.984e-01,5.118e-02,0.000e+00,1.774e-01,3.711e-02
0.000e+00,4.327e-01,0.000e+00,5.509e-02,0.000e+00,1.315e-01,1.324e-01,0.000e+00,1.867e-01,6.172e-02
0.000e+00,4.956e-01,2.441e-02,1.370e-01,0.000e+00,1.925e-01,4.027e-02,0.000e+00,1.022e-01,8.001e-03
0.000e+00,5.933e-01,0.000e+00,0.000e+00,0.000e+00,1.882e-01,4.388e-02,6.024e-02,1.144e-01,0.000e+00
0.000e+00,5.432e-01,5.621e-02,1.344e-01,9.984e-02,4.601e-02,3.591e-02,1.995e-02,0.000e+00,6.452e-02
0.000e+00,4.752e-01,4.159e-02,3.585e-02,3.780e-02,1.960e-01,7.234e-02,9.710e-03,1.280e-03,1.302e-01
0.000e+00,5.223e-01,0.000e+00,7.270e-02,0.000e+00,7.435e-02,1.480e-01,0.000e+00,1.578e-01,2.491e-02
