### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	suspected	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	N. mixte	id	prediction
LmeyeA	TAT	Y	F	0.586666666667	0.166666666667	0.015873015873	0.968253968254	0.828947368421	0.0131578947368	1456.0	2.95899053628	17.0	0
SpombA	TAT	Y	F	0.843375478746	0.666666666667	0.120689655172	0.706896551724	0.773333333333	0.12	1452.0	2.58580202312	17.0	0
SpombA	TAC	Y	F	0.843375478746	0.2	0.117647058824	0.882352941176	0.226666666667	0.12	1452.0	3.28178484108	19.0	0
SpastA	TAT	Y	F	0.627354196302	0.285714285714	0.0416666666667	0.916666666667	0.911392405063	0.0379746835443	1456.0	2.95057421137	17.0	0
AacerA	TAT	Y	F	0.530303030303	1.0	0.0606060606061	0.909090909091	0.970588235294	0.0588235294118	646.0	2.94228395062	17.0	0
CmetaD	TAT	Y	F	0.593134372104	0.571428571429	0.105882352941	0.882352941176	0.772727272727	0.109090909091	1791.0	3.05640059227	17.0	0
CmetaD	TAC	Y	F	0.593134372104	0.25	0.12	0.84	0.227272727273	0.109090909091	1791.0	3.21588508661	19.0	0
CgigaA	TAT	Y	F	0.480404639702	0.142857142857	0.1	0.9	0.192307692308	0.0673076923077	1791.0	3.15852272727	17.0	0
CgigaA	TAC	Y	F	0.480404639702	0.222222222222	0.0595238095238	0.916666666667	0.807692307692	0.0673076923077	1791.0	3.07213997308	19.0	0
CsantA	TAT	Y	F	0.284637129427	0.444444444444	0.101265822785	0.822784810127	0.699115044248	0.12389380531	1762.0	2.78343399482	17.0	0
CsantA	TAC	Y	F	0.284637129427	0.571428571429	0.176470588235	0.764705882353	0.300884955752	0.12389380531	1762.0	3.18143596378	19.0	0
CtropB	TAT	Y	F	0.0434977602536	0.25	0.0952380952381	0.857142857143	0.407766990291	0.0485436893204	1791.0	3.09761570827	17.0	0
CtropB	TAC	Y	F	0.0434977602536	0.125	0.016393442623	0.983606557377	0.592233009709	0.0485436893204	1791.0	2.96514793973	19.0	0
CtropA	TAT	Y	F	0.0356919491655	0.25	0.1	0.85	0.388349514563	0.0485436893204	1791.0	3.09338867477	17.0	0
CtropA	TAC	Y	F	0.0356919491655	0.125	0.015873015873	0.984126984127	0.611650485437	0.0485436893204	1791.0	2.97211015611	19.0	0
WpijpA	TAT	Y	F	0.501787722985	0.166666666667	0.03125	0.875	0.395061728395	0.0617283950617	1456.0	2.75886755613	17.0	0
WpijpA	TAC	Y	F	0.501787722985	0.285714285714	0.0816326530612	0.897959183673	0.604938271605	0.0617283950617	1456.0	3.0737582605	19.0	0
BarxA	TAT	Y	F	0.62987012987	1.0	0.142857142857	0.809523809524	0.913043478261	0.130434782609	446.0	3.09215500945	17.0	0
CoxycA	TAT	Y	F	0.443609022556	1.0	0.230769230769	0.692307692308	0.565217391304	0.173913043478	446.0	2.95951107716	17.0	0
