### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Mesostigma_viride	GAT	D	G	0.157407407407	0.0666666666667	0.00917431192661	0.825688073394	0.8515625	0.015625	3748.0	-0.994356659142	33.0	0
Mesostigma_viride	GAC	D	G	0.157407407407	0.125	0.0526315789474	0.842105263158	0.1484375	0.015625	3748.0	-0.737527114967	35.0	0
Dunaliella_salina	GAT	D	G	0.362745098039	0.5	0.0909090909091	0.69696969697	0.733333333333	0.0666666666667	1954.0	-0.797250859107	33.0	0
Physcomitrella_patens	GAT	D	G	0.60447761194	0.0625	0.00917431192661	0.963302752294	0.795620437956	0.00729927007299	3856.0	-0.96694214876	33.0	0
Chaetosphaeridium_globosum	GAT	D	G	0.556390977444	0.0625	0.00806451612903	0.943548387097	0.885714285714	0.00714285714286	3858.0	-0.992029226171	33.0	0
Pycnococcus_provasolii	GAT	D	G	0.66	0.0833333333333	0.0181818181818	0.909090909091	0.66265060241	0.0120481927711	2964.0	-0.955319148936	33.0	0
Pseudendoclonium_akinetum	GAT	D	G	0.388765118659	0.2	0.0352941176471	0.8	0.669291338583	0.0236220472441	3709.0	-0.840729783037	33.0	0
Polytoma_uvella	GAC	D	G	0.673423423423	0.285714285714	0.0555555555556	0.777777777778	0.782608695652	0.0434782608696	1951.0	-0.884533898305	35.0	0
Prototheca_wickerhamii	GAT	D	G	0.5859375	0.0666666666667	0.00833333333333	0.875	0.833333333333	0.00694444444444	3819.0	-1.06893039049	33.0	0
Chlorokybus_atmophyticus	GAT	D	G	0.593023255814	0.0625	0.00877192982456	0.912280701754	0.814285714286	0.00714285714286	3866.0	-1.00688156465	33.0	0
Chlamydomonas_reinhardtii	GAC	D	G	0.0306379253748	0.428571428571	0.15	0.65	0.454545454545	0.0681818181818	1935.0	-0.403345724907	35.0	0
Chara_vulgaris	GAT	D	G	0.578358208955	0.0666666666667	0.00869565217391	0.973913043478	0.839416058394	0.00729927007299	3867.0	-0.976250449802	33.0	0
Marchantia_polymorpha	GAT	D	G	0.6	0.0666666666667	0.0106382978723	0.968085106383	0.803418803419	0.00854700854701	3530.0	-0.969296375267	33.0	0
Bracteacoccus_minor	GAT	D	G	0.0790934320074	0.111111111111	0.0833333333333	0.708333333333	0.369230769231	0.0307692307692	2519.0	-0.589622641509	33.0	0
Nephroselmis_olivacea	GAT	D	G	0.577868852459	0.0625	0.00917431192661	0.935779816514	0.838461538462	0.00769230769231	3857.0	-0.965478424015	33.0	0

### Alignment improvement:
