### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	suspected	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	N. mixte	id	prediction
Fsolani	TTC	F	L	0.197863690828	0.0769230769231	0.0104166666667	0.979166666667	0.335664335664	0.013986013986	3214.0	0.0715990453461	23.0	0
Fsolani	TTT	F	L	0.197863690828	0.230769230769	0.0157894736842	0.973684210526	0.664335664336	0.013986013986	3214.0	0.15523465704	21.0	0
Fusarium	TTC	F	L	0.172671518078	0.153846153846	0.0190476190476	0.980952380952	0.367132867133	0.0174825174825	3213.0	0.106077348066	23.0	0
Fusarium	TTT	F	L	0.172671518078	0.230769230769	0.0165745856354	0.972375690608	0.632867132867	0.0174825174825	3213.0	0.160200250313	21.0	0
Aniger	TTC	F	L	0.00142112398912	0.2	0.0208333333333	0.90625	0.363636363636	0.0795454545455	2978.0	0.198581560284	23.0	0
Aniger	TTT	F	L	0.00142112398912	0.615384615385	0.113095238095	0.767857142857	0.636363636364	0.0795454545455	2978.0	0.239057239057	21.0	0
Trichoderma	TTC	F	L	0.148508016559	0.3	0.029702970297	0.960396039604	0.44298245614	0.030701754386	2577.0	0.0916030534351	23.0	0
Trichoderma	TTT	F	L	0.148508016559	0.363636363636	0.0314960629921	0.944881889764	0.55701754386	0.030701754386	2577.0	0.228024369017	21.0	0
Aoryzae	TTC	F	L	0.154364514117	0.125	0.0175438596491	0.929824561404	0.456	0.048	1415.0	0.123076923077	23.0	0
Aoryzae	TTT	F	L	0.154364514117	0.5	0.0735294117647	0.852941176471	0.544	0.048	1415.0	0.252032520325	21.0	0
Paracoccidioides	TTC	F	L	0.0249326571964	0.0769230769231	0.0140845070423	0.845070422535	0.243150684932	0.0547945205479	3093.0	0.027027027027	23.0	0
Paracoccidioides	TTT	F	L	0.0249326571964	0.692307692308	0.0678733031674	0.764705882353	0.756849315068	0.0547945205479	3093.0	0.276771857217	21.0	0
Cordyceps	TTC	F	L	0.166257700417	0.142857142857	0.0224719101124	0.966292134831	0.318996415771	0.0215053763441	3201.0	0.0948051948052	23.0	0
Cordyceps	TTT	F	L	0.166257700417	0.307692307692	0.0210526315789	0.947368421053	0.681003584229	0.0215053763441	3201.0	0.108786610879	21.0	0
Foxysporum	TTC	F	L	0.169794553479	0.0769230769231	0.020618556701	0.979381443299	0.346428571429	0.0178571428571	3210.0	0.127532777116	23.0	0
Foxysporum	TTT	F	L	0.169794553479	0.230769230769	0.016393442623	0.967213114754	0.653571428571	0.0178571428571	3210.0	0.127250155183	21.0	0
Phaeosparia	TTC	F	L	0.171356193581	0.333333333333	0.0975609756098	0.829268292683	0.246987951807	0.0542168674699	1927.0	0.458221024259	23.0	0
Phaeosparia	TTT	F	L	0.171356193581	0.571428571429	0.04	0.864	0.753012048193	0.0542168674699	1927.0	0.129744042365	21.0	0
Trychophyton	TTC	F	L	0.118211348254	0.1	0.0238095238095	0.904761904762	0.144329896907	0.0481099656357	3184.0	0.118131868132	23.0	0
Trychophyton	TTT	F	L	0.118211348254	0.538461538462	0.0522088353414	0.787148594378	0.855670103093	0.0481099656357	3184.0	0.154162854529	21.0	0

### Alignment improvement:
