#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
COX2                 PF00116.18   120 LmeyeA               -            252   6.5e-60  200.2   0.0   1   1   1.1e-63     9e-60  199.7   0.0     1   120   116   240   116   240 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 LmeyeA               -            252   7.1e-33  112.5   2.0   1   1   1.5e-36   1.2e-32  111.8   2.0     1    89    18   104    18   104 0.98 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 SpombA               -            248   1.6e-60  202.2   0.2   1   2      0.13     1e+03   -0.6   0.1    96   118    47    69    37    71 0.86 Cytochrome C oxidase subunit II, periplasmic domain
COX2                 PF00116.18   120 SpombA               -            248   1.6e-60  202.2   0.2   2   2     7e-64   5.7e-60  200.3   0.0     1   120   111   235   111   235 0.98 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 SpombA               -            248   5.9e-35  119.1   1.0   1   1   1.1e-38   8.8e-35  118.6   1.0     2    89    12    99    11    99 0.98 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 SpastA               -            251   6.5e-59  196.9   0.0   1   1   2.3e-62   9.3e-59  196.4   0.0     1   120   115   239   115   239 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 SpastA               -            251   5.2e-33  112.9   1.9   1   1   2.1e-36   8.6e-33  112.2   1.9     1    89    17   103    17   103 0.97 Cytochrome C oxidase subunit II, transmembrane domain
Bac_export_1         PF01311.18   230 SpastA               -            251     0.043   13.2   1.0   1   1   1.5e-05     0.062   12.7   1.0   114   181    39   108    24   112 0.71 Bacterial export proteins, family 1
ASC                  PF00858.22   403 SpastA               -            251      0.38    9.5   0.9   1   1   0.00014      0.56    9.0   0.9    28    69    46    92    40    93 0.78 Amiloride-sensitive sodium channel
COX2                 PF00116.18   120 AacerA               -            249   7.2e-58  193.6   0.1   1   1   1.4e-61   1.1e-57  192.9   0.1     1   120   113   237   113   237 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 AacerA               -            249   2.5e-29  101.1   5.9   1   1   6.1e-33     5e-29  100.2   5.9     1    89    15   101    15   101 0.98 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 CmetaD               -            242   3.1e-58  194.7   0.1   1   1   5.3e-62   4.3e-58  194.3   0.1     1   120   104   228   104   228 0.98 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CmetaD               -            242   3.8e-31  107.0   0.7   1   1   8.3e-35   6.8e-31  106.1   0.7     1    89     6    92     6    92 0.97 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 CgigaA               -            247   4.3e-57  191.1   0.1   1   1   2.2e-60     6e-57  190.6   0.1     1   120   104   228   104   228 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CgigaA               -            247   5.5e-32  109.6   0.4   1   1   3.6e-35   9.8e-32  108.8   0.4     1    89     6    92     6    92 0.97 Cytochrome C oxidase subunit II, transmembrane domain
DUF2919              PF11143.6    146 CgigaA               -            247     0.035   14.3   2.1   1   1     2e-05     0.054   13.7   2.1    52   103    30    85    25   120 0.65 Protein of unknown function (DUF2919)
zf-DHHC              PF01529.18   134 CgigaA               -            247      0.38   10.7   5.4   1   1   0.00024      0.65   10.0   5.4    53   126    31   101    25   109 0.79 DHHC palmitoyltransferase
MTABC_N              PF16185.3    241 CgigaA               -            247      0.43    9.9   4.0   1   1   0.00028      0.76    9.1   4.0    92   143    26    77    18   118 0.90 Mitochondrial ABC-transporter N-terminal five TM region
DUF485               PF04341.10    89 CgigaA               -            247      0.92    9.4   6.3   1   2   0.00056       1.5    8.7   3.5    20    66    37    85    25    87 0.79 Protein of unknown function, DUF485
DUF485               PF04341.10    89 CgigaA               -            247      0.92    9.4   6.3   2   2     0.047   1.3e+02    2.5   1.4    16    41    75    99    71   116 0.77 Protein of unknown function, DUF485
COX2                 PF00116.18   120 CsantA               -            246   1.4e-54  183.0   0.1   1   1   2.5e-58     2e-54  182.4   0.1     1   120   110   234   110   234 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CsantA               -            246   8.4e-31  105.8   6.0   1   1   1.6e-34   1.3e-30  105.3   6.0     1    89    12    98    12    98 0.97 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 CtropB               -            259   1.9e-57  192.2   0.2   1   1   6.5e-61   2.6e-57  191.7   0.2     1   120   104   228   104   228 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CtropB               -            259   1.2e-31  108.6   0.8   1   1   5.1e-35   2.1e-31  107.8   0.8     1    89     6    92     6    92 0.97 Cytochrome C oxidase subunit II, transmembrane domain
zf-DHHC              PF01529.18   134 CtropB               -            259     0.078   12.9   4.8   1   1   3.3e-05      0.13   12.2   4.8    51   126    29   101    24   109 0.83 DHHC palmitoyltransferase
2TM                  PF13239.4     76 CtropB               -            259      0.13   12.5   2.1   1   1   5.1e-05      0.21   11.8   2.1     6    50    21    85    16   116 0.71 2TM domain
COX2                 PF00116.18   120 CtropA               -            259   1.9e-57  192.2   0.2   1   1   6.5e-61   2.6e-57  191.7   0.2     1   120   104   228   104   228 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CtropA               -            259   1.2e-31  108.6   0.8   1   1   5.1e-35   2.1e-31  107.8   0.8     1    89     6    92     6    92 0.97 Cytochrome C oxidase subunit II, transmembrane domain
zf-DHHC              PF01529.18   134 CtropA               -            259     0.078   12.9   4.8   1   1   3.3e-05      0.13   12.2   4.8    51   126    29   101    24   109 0.83 DHHC palmitoyltransferase
2TM                  PF13239.4     76 CtropA               -            259      0.13   12.5   2.1   1   1   5.1e-05      0.21   11.8   2.1     6    50    21    85    16   116 0.71 2TM domain
COX2                 PF00116.18   120 WpijpA               -            247   6.3e-60  200.2   0.1   1   1   2.3e-63   9.5e-60  199.6   0.1     1   120   111   235   111   235 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 WpijpA               -            247   5.4e-34  116.1   2.4   1   1   2.5e-37     1e-33  115.2   2.4     1    89    13    99    13    99 0.98 Cytochrome C oxidase subunit II, transmembrane domain
DUF354               PF04007.10   340 WpijpA               -            247     0.091   11.7   0.0   1   1   3.1e-05      0.13   11.2   0.0   123   193   100   170    94   190 0.74 Protein of unknown function (DUF354)
Virul_fac_BrkB       PF03631.13   258 WpijpA               -            247      0.11   11.9   1.8   1   1   3.8e-05      0.15   11.5   1.8   117   180    39   102    17   103 0.70 Virulence factor BrkB
COX2                 PF00116.18   120 CsubhA               -            245   1.1e-56  189.8   0.1   1   1   3.1e-60   1.7e-56  189.1   0.1     1   120   108   232   108   232 0.98 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CsubhA               -            245   9.3e-33  112.1   0.5   1   1   3.4e-36   1.8e-32  111.2   0.5     1    89    10    96    10    96 0.97 Cytochrome C oxidase subunit II, transmembrane domain
PIG-P                PF08510.10   121 CsubhA               -            245       3.3    7.5   8.1   1   1    0.0011       6.1    6.7   8.1     8    76    37   109    31   117 0.86 PIG-P
COX2                 PF00116.18   120 CsubhB               -            245   1.1e-56  189.8   0.1   1   1   3.1e-60   1.7e-56  189.1   0.1     1   120   108   232   108   232 0.98 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CsubhB               -            245   9.3e-33  112.1   0.5   1   1   3.4e-36   1.8e-32  111.2   0.5     1    89    10    96    10    96 0.97 Cytochrome C oxidase subunit II, transmembrane domain
PIG-P                PF08510.10   121 CsubhB               -            245       3.3    7.5   8.1   1   1    0.0011       6.1    6.7   8.1     8    76    37   109    31   117 0.86 PIG-P
COX2                 PF00116.18   120 OanguA               -            248   4.9e-60  200.6   0.1   1   1   1.4e-63   7.3e-60  200.0   0.1     1   120   112   236   112   236 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 OanguA               -            248   5.7e-31  106.4   7.1   1   1   1.8e-34     1e-30  105.6   7.1     1    89    14   100    14   100 0.96 Cytochrome C oxidase subunit II, transmembrane domain
DUF999               PF06198.9    143 OanguA               -            248      0.08   12.8   5.0   1   1   2.9e-05      0.16   11.9   5.0    56   136     8    93     5   103 0.83 Protein of unknown function (DUF999)
COX2                 PF00116.18   120 SarboA               -            251   8.8e-59  196.5   0.0   1   1   2.3e-62   1.2e-58  196.0   0.0     1   120   115   239   115   239 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 SarboA               -            251   1.1e-33  115.1   3.2   1   1   3.2e-37   1.8e-33  114.4   3.2     1    89    17   103    17   103 0.98 Cytochrome C oxidase subunit II, transmembrane domain
DUF818               PF05677.10   365 SarboA               -            251       3.8    6.2   6.3   1   2     0.066   3.6e+02   -0.3   0.0     3    52    13    62    11    74 0.87 Chlamydia CHLPS protein (DUF818)
DUF818               PF05677.10   365 SarboA               -            251       3.8    6.2   6.3   2   2   0.00066       3.6    6.3   4.2    36    77    80   122    64   136 0.80 Chlamydia CHLPS protein (DUF818)
COX2                 PF00116.18   120 CcastA               -            247   3.9e-55  184.7   0.1   1   1     7e-59   5.7e-55  184.2   0.1     1   120   111   235   111   235 0.98 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CcastA               -            247   8.7e-32  109.0   2.1   1   1   1.8e-35   1.5e-31  108.3   2.1     1    89    13    99    13    99 0.97 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 KtherA               -            251   4.9e-60  200.5   0.0   1   1   8.4e-64   6.8e-60  200.1   0.0     1   120   115   239   115   239 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 KtherA               -            251   1.8e-34  117.6   2.3   1   1   3.7e-38     3e-34  116.9   2.3     1    89    17   103    17   103 0.98 Cytochrome C oxidase subunit II, transmembrane domain
COX2                 PF00116.18   120 CnorvA               -            246     4e-59  197.6   0.1   1   1   7.4e-63     6e-59  197.0   0.1     1   120   110   234   110   234 0.99 Cytochrome C oxidase subunit II, periplasmic domain
COX2_TM              PF02790.13    89 CnorvA               -            246   2.7e-34  117.0   1.8   1   1   6.5e-38   5.3e-34  116.1   1.8     1    89    12    98    12    98 0.98 Cytochrome C oxidase subunit II, transmembrane domain
